library,source,description,fog_index
cluster-advisor,bottom,Aggregate multiple cadvisor endpoints,31.6
cluster-role,bottom,"A wrapper around the native Node 'cluster' built-in, that provides a convenient interface to start up multiple workers of different roles by configuration",16.156521739130437
clusterjs,bottom,Clusterify your NodeJS applications and deploy without downtimes. Just like that.,9.472727272727274
co-event-wrap,bottom,Wrap `EventEmitter` to support `generator` listener.,22.400000000000002
co-thrift,bottom,Co wrapper for thrift clients.,2.0
code-snippets,bottom,Chrome DevTools code snippets,11.600000000000001
co-inbox,bottom,Better imap api based on visionmedia/co and andris9/inbox,13.200000000000001
codewars,bottom,A missing command line client for Codewars API,3.2
collect-callbacks,bottom,Aggregate many event emissions into one,15.733333333333334
colorzy,bottom,"colorzy is a simple tools that adds formatting methods to objects. Most useful with String, I think.",5.752941176470589
colsole,bottom,Yet another colored console,1.6
command-mapper,bottom,Maps command aliases to real commands based on a mapping.json file.,11.672727272727274
comparative-selection,bottom,Comparative selection algorithm plugin for d-pac platform,19.942857142857143
comparray,bottom,Node Module for comparing arrays,10.0
complexion-time-map,bottom,Profile the language-specific libraries for Complexion,22.400000000000002
dialog,bottom,Dialog component,40.800000000000004
remote-form,bottom,Remote / AJAX form handling à la Rails UJS,3.2
concat-image,bottom,🖼 Concatenate images.,40.800000000000004
configurable-http-proxy,bottom,node-http-proxy plus a REST API,10.0
conflab,bottom,Error: 404,0.8
confy-node,bottom,Node.js client library for confy API,2.4000000000000004
connect-weinre-injector,bottom,A connect middleware to inject weinre script into any page.,8.0
consolation,bottom,Error: 404,0.8
node-constant-contact,bottom,NodeJS client API for Constant Contact API v2 (JSON),3.6
contractual,bottom,"Unobtrusive, backwards compatible, syntactic sugar for Design by contract in JavaScript.",18.94545454545455
coreos-cluster,bottom,Create a coreos cluster from node.js,2.4000000000000004
corq,bottom,🍾 A trustworthy item-processing queue. Never lose data to an error again.,9.472727272727274
correcthorse,bottom,See XKCD for reference,11.600000000000001
couchdb-sync,bottom,,0.0
couchdb-user-account,bottom,CouchDb User Account Model ,1.6
countdown.js,bottom,dead-simple command line egg-timer,11.600000000000001
countn,bottom,Simple control flow for counting callbacks,2.4000000000000004
cpa.js,bottom,This project contains reference implementations of Cross-Platform Authentication client library. (ETSI TS 103 407),14.228571428571428
CrawlerX,bottom,A crawler can use different strategy to different url pattern,8.0
create-cipher,bottom,the node ciphers you always wanted,2.4000000000000004
crossbar-nodejs,bottom,Node.js SDK for Kazoo apis,2.0
Cruiser,bottom,A type-safe state management solution with atomic mutation support.,21.37777777777778
css-driven,bottom,CSS Driven Timing Library for Animations and Transitions,13.200000000000001
css-url-versioner,bottom,A node package for css url versioner,8.514285714285714
csv-join,bottom,join two csvs by a column,2.4000000000000004
ctrllr,bottom,API testing made easy.,1.6
cyclon.p2p-rtc-client,bottom,WebRTC abstraction layer for cyclon.p2p WebRTC Comms implementation,16.6
d3-star-plot,bottom,Star plots in d3,1.6
d6,bottom,Data-driven documents.,20.8
daily-comic.js,bottom,A small node.js module which makes it easy to subscribe to daily comic strips. Default support for Dilbert and XKCD.,2.666666666666667
dailymotion-sdk-node,bottom,Node.js SDK for Dailymotion API,10.0
danfe,bottom,Módulo node.js para gerar DANFEs em .pdf,8.514285714285714
dbcsv,bottom,A simple database sourced from csv file(s),8.514285714285714
node-ddate,bottom,Utility to convert aneristic dates to the Discordian calendar,16.933333333333334
deferred-interval,bottom,A set interval that defer the start of the next delay until the callback is executed.,11.4
define-exceptions,bottom,Exceptions define library,14.533333333333335
delighted-node,bottom,Delighted API Node Client,11.600000000000001
derequire-transform,bottom,browserify transform for derequire,11.600000000000001
detect-data-stream,bottom,Try to detect the type of tabular data and stream it as object stream,8.457142857142857
detect-rename,bottom,Detect file renames based on the file contents,3.2
deuces,bottom,"Deuces, a minimal Redis client based on ♠ Spade, specific for PubSub and Monitor mode. ",14.171428571428573
dev-web-server,bottom,A simple Node web local server for developments.,8.200000000000001
devs,bottom,Simple command line http server for browserify,8.514285714285714
dial-roller,bottom,infinite rolling dial,14.533333333333335
directory-path,bottom,A node.js module for recursively reading directory and nested directories paths.,15.30909090909091
dirtybit,bottom,efficient dirty checking for templating,18.0
displayer-api-client,bottom,Multipurpose client for the Backpack Displayer API,14.228571428571428
docker-pull,bottom,Pull a docker image from a registry using node,8.044444444444444
dockerify,bottom,Prepares any tarball containing a project so that a docker image can be built from it.,8.9
dockerspaniel,bottom,Create Dockerfiles from JSON,11.600000000000001
docooment,bottom,Azure DocoomentDB ORM,14.533333333333335
dogedc,bottom,Doge Decimal Classification,27.86666666666667
dom-replace-html-stream,bottom,a writable stream that replaces the innerHTML of a given dom element on writes.,14.171428571428573
dominator,bottom,jQuery-like DOM micro-library,14.533333333333335
dtools,bottom,,0.0
dotignore,bottom,ignorefile/includefile matching .gitignore spec,21.6
dotpath-compile,bottom,Dot-path based JavaScript object template compiler.,15.733333333333334
download-email-attachments,bottom,Download email attachments via IMAP,10.0
droonga-http-server,bottom,A HTTP Protocol Adapter for Droonga,15.733333333333334
drop-while,bottom,Returns a an array of the items in coll starting from the first item for which pred(item) returns null/undefined.,9.705263157894738
dropbox-auth-cli,bottom,Fetch the access token of your Dropbox Platform app from the command line,5.2
dropbox-mock.js,bottom,Test double for Dropbox API,2.0
dsigner,bottom,Digital signature tools.,27.86666666666667
dtree,bottom,Command-line tool to view the dependency tree of any module. ,12.0
dustjacket,bottom,Loader middleware for dustjs,11.600000000000001
dynamo-converters,bottom,A collection of converter functions to get good old JavaScript key/value objects into a DynamoDB friendly schema and back again.,16.0
e3x-cs3a,bottom,CipherSet 3a for telehash,11.600000000000001
edp-bcs,bottom,edp bcs command,1.2000000000000002
edx-modulestore-node,bottom,Easy browsing of Open edX Modulestores,9.066666666666668
eightbyeight,bottom,Node library for Adafruit 8x8 LED Matrix,2.8000000000000003
email-obfuscator,bottom,Obfuscates e-mail addresses with x's,18.0
ember-cli-admin-languages,bottom,Plugin for ember-cli-admin that adds multiple languages properties support,21.37777777777778
ember-cli-array-slice,bottom,Ember CLI array slice addon,2.0
ember-cli-jsx,bottom,Transpiler your ember-cli .jsx files into js,7.114285714285714
ember-dropkick,bottom,Ember addon for DropKick.js,11.600000000000001
ember-pdfjs,bottom,An Ember Addon for PDFJS,2.0
emic2,bottom,Control Emic2 TTS module,1.6
emoney,bottom,"A lightweight, isomorphic event emitter",18.0
enb-browserify,bottom,Browserify tech for ENB,11.600000000000001
enb-y-i18n,bottom,y-i18n routines,0.8
node-engine-light,bottom,Be compatible with http://engine-light.codeforamerica.org/,21.6
epinfer,bottom,📺 Retrieve episode information from a filename,15.733333333333334
core,bottom,Epochtalk Forum Software Core Library,2.0
erroz,bottom,Streamlined errors with descriptive error messages through metadata and error codes,15.30909090909091
es-tar,bottom,include `#include` extend-script file to standalone executable extend-script,18.2
es6-project-starter-kit,bottom,Universal Starter Kit to build any javascript ES6 project/library runnable in nodejs and on any browser.,13.9
ESB-node-driver,bottom,ESB nodejs driver,1.2000000000000002
espial,bottom,A secure distributed event layer for nodejs applications,13.200000000000001
esri-dump,bottom,A Node module to assist with pulling data out of an ESRI ArcGIS REST server into GeoJSON.,9.15294117647059
esri-gnip,bottom,NPM package to write Gnip records to an ArcGIS Feature Service.,4.4
estktap,bottom,tap(tape) wrapper for testing adobe extendscript,15.733333333333334
event-source-emitter,bottom,server-side EventSource,0.8
excuses,bottom,Developers Excuses,40.800000000000004
exp-asynccache,bottom,A pluggable async cache for Node.JS,2.4000000000000004
express-batch,bottom,"Handler for Express 4 application, which allows to perform batch requests.",8.036363636363637
express-boot,bottom,A simple Express middleware to start and stop the server.,8.0
express-fluent-logger,bottom,access logger middleware using fluentd for express.js,8.514285714285714
express-orm-mvc,bottom,Express + ORM MVC,1.2000000000000002
express-qrcode,bottom,Add a qrcode image on page on ExpressJS using Google Charts.,4.4
express-wrangler,bottom,Logwrangler middleware for express,21.6
extract-gettext,bottom,"Extract gettext strings from __('literal') and __n('single', 'plural', n ) functions in any source",11.353846153846156
F.js,bottom,Dead simple library for functional and reactive programming in JavaScript,20.0
fastft-api-client,bottom,A fastft posts client for the browser or node.js,3.6
couchdb-fauxton,bottom,Fauxton is the new Web UI for CouchDB,3.2
fb-node,bottom,Slim and simple client for Facebook Graph API v2.* implemented with promises,9.066666666666668
fb-xmpp-connector,bottom,Fritbot Slack Connector,14.533333333333335
FileBufferReader,bottom,FileBufferReader is a JavaScript library reads file and returns chunkified array-buffers. The resulting buffers can be shared using WebRTC data channels or socket.io.,13.295652173913044
node-fetch-politely,bottom,Ensures polite outgoing HTTP requests that respects robots.txt and aren't made too close to each other,5.7
node-file-index,bottom,quickly create an in memory index of files and their content,8.036363636363637
node-file-lookup,bottom,指定一组目录，依次搜索指定文件（相对路径），返回其绝对文件路径，支持同步和异步方法,0.4
filefog-onedrive,bottom,,0.0
filetobase64,bottom,File to base64 using FileReader,10.0
fist-fistlabs_unit_serial,bottom,Fist plugin to help to do serial executions,13.200000000000001
json-fling,bottom,JSON Fling is a simple JSON-RPC framework for NodeJS with built-in permissions and support for different transports.,11.505882352941178
node-flipr,bottom,Feature flipping and configuration using yaml files.,8.514285714285714
flow-view,bottom,is a visual editor for Dataflow programming,19.942857142857143
nodejs-fluent-validator,bottom,Fluent validation for node.js,11.600000000000001
fluxer,bottom,Build React/Flux app that runs seamlessly on both server side and client side,11.353846153846156
fluxxor-autobind,bottom,AutoBind plugin for Fluxxor to help prevent spaghetti props wiring.,12.0
fontpath,bottom,Font to vector path tools,2.0
foreach-async,bottom,,0.0
format-url,bottom,Light wrapper around Node.js url.format() to make life a little easier,9.472727272727274
fredApi,bottom,Javascript wrapper for FRED (Federal Reserve Economic Database) API,21.37777777777778
freeloader-stream,bottom,Base stream class for FreeLoader modules,9.066666666666668
Fritbot,bottom,Fritbot: The Angriest Bot,11.600000000000001
frozen-express,bottom,Freeze an Express.js application into a set of static files,6.0
fruit,bottom,:strawberry: A Node.JS ORM for both SQL and NoSQL databases,6.0
fsm2dot,bottom,Convert javascript state machine to UML diagram,14.228571428571428
ftp-generate-response,bottom,Generate RFC conforming strings for an FTP server connection.,16.933333333333334
fxos-simulators,bottom,Find Firefox OS simulators in your Firefox path in NodeJS/CLI,8.0
ga-localstorage,bottom,Google Async Analytics using LocalStorage,18.0
gaffa-frame,bottom,frame view for loading UI into a gaffa application,8.044444444444444
gaffa-image,bottom,,0.0
game-grid,bottom,,0.0
gardr-plugin-ext-burt,bottom,A Garðr plugin for Burt,2.0
plugin-host-resize,bottom,Gardr plugin to resize container to content size,8.200000000000001
node-gcm-cli,bottom,NodeJS GCM test command line interface to test gcm on your android application,11.353846153846156
gcr,bottom,A node gitlab-ci-runner,14.533333333333335
gearsloth,bottom,Gearman job persistence and delayed execution system,14.228571428571428
gedcomx-date-js,bottom,A GEDCOM-X Date Library for Javascript,9.066666666666668
generator-appsngen-web-widget,bottom,npm package for appsngen web widget generator ,8.514285714285714
generator-bangular,bottom,"Ultra fast fullstack angular generator, using gulp.",14.228571428571428
generator-lib-java,bottom,Yeoman generator for java library,10.0
generator-meshblu-connector,bottom,Generator for meshblu connectors,21.6
generator-npm-module,bottom,Yeoman generator for NPM modules,10.0
generator-react-gulp-browserify,bottom,"A Yeoman Generator for facebook's React library. It includes gulp, browserify, livereload and famous official Twitter bootstrap Sass version",10.115789473684211
generator-readme,bottom,A Yeoman generator to create a readme file,8.200000000000001
generator-utils,bottom,Functions to work with JavaScript generators.,15.733333333333334
generator-videojs-plugin,bottom,Yeoman generator for video.js plugins.,10.0
geo-tree,bottom,High performance library for geographical map-related operations,19.942857142857143
geohash-poly,bottom,Transform a geoJSON MultiPolygon or Polygon into a list of geohashes that form it.,17.02857142857143
geojson-segment,bottom,,0.0
geojson-summary,bottom,Generate a plain-english summary of what is in a GeoJSON file.,15.30909090909091
node-get-all-js-files,bottom,Get all JS files within a directory. A simple wrapper of node-dir.,5.733333333333334
getpackages,bottom,Yii 1/2 Packages command Node.js wrapper,9.066666666666668
ghost-export,bottom,Export Ghost blog entries as Markdown files,2.8000000000000003
ghost-render,bottom,Render static blog sites from Markdown using Ghost themes,3.6
ghusers,bottom,A node library to interact with the GitHub users API,8.0
gitbook-grvis,bottom,Gitbook GrViz plugin is used to select from markdown dot and converting it into a picture format svg.,9.422222222222222
gitbook-plugin-comments,bottom,GitBook plugin : Transform comments to notes,2.4000000000000004
gitbook-plugin-lexicon,bottom,GitBook Dictionary Plugin,14.533333333333335
gitbook-plugin-olark,bottom,,0.0
gitbook-plugin-piwik,bottom,Piwik plugin for Gitbook,1.6
github-jobs,bottom,NPM module for Github Jobs API,2.4000000000000004
github-language,bottom,Give me a repo I'll give you the languages its written in,8.133333333333335
githubNabber,bottom,,0.0
github-todos,bottom,Git hook to convert your TODOs into Github issues,3.6
gitignoreensure,bottom,ensure grep-able lines are present in your local .gitignore file,8.0
glry,bottom,Image gallery with mobile/touch support and no dependencies.,18.2
gnar,bottom,Stream-based wrapper for the League of Legends API,3.2
gocd-api,bottom,Access http://www.go.cd API via nodeJS,10.0
goodscloud-node,bottom,GoodsCloud API client in JavaScript for Node.js,8.514285714285714
node-google-alerts,bottom,Create google alerts from node.,2.0
google-cloud-storage,bottom,access bucket data from google cloud storage as a stream from node or on the cli,6.4
google-fonts-downloader,bottom,Google Web Fonts downloader,11.600000000000001
googlefonts,bottom,Node/Meteor wrapper for googlefonts API.,10.0
governor,bottom,Distributes work to local and/or remote agents,8.514285714285714
grabetha,bottom,,0.0
gracenode-session,bottom,,0.0
grunt-api-meta,bottom,Grunt task for generating API documentation pages,14.228571428571428
grunt-blogbuilder,bottom,A Grunt task for generating a static blog,8.200000000000001
grunt-caveman,bottom,Compile Caveman templates using Grunt.,2.0
grunt-crowdin,bottom,Grunt plugin for accessing the CrowdIn.net API,8.514285714285714
grunt-date-suffix,bottom,Grunt plugin that renames a file with date suffix.,3.6
grunt-htmllint-http,bottom,Grunt plugin for linting html using vnu.jar,2.8000000000000003
grunt-jscpd-reporter,bottom,:page_with_curl: Reporter tool to create different output formats for reports jscpd.,8.036363636363637
grunt-knex-schema,bottom,Grunt bookshelf sync task.,1.6
grunt-metascript,bottom,Grunt wrapper for MetaScript preprocessor,10.0
grunt-neo4j,bottom,Manage the neo4j binary via grunt,9.066666666666668
grunt-nexe,bottom,Create single executable file by grunt,9.066666666666668
grunt-npm-helper,bottom,Grunt bindings for npm,1.6
grunt-slm,bottom,"Plugin for Grunt, which compiles Slm to HTML",3.2
grunt-stylus-base-files,bottom,stylus-base-files is a node module for substituting list of base Stylus files to stylus tasks,11.333333333333336
grunt-template-jasmine-dojo,bottom,A template for grunt-contrib-jasmine to permit unit-testing of AMD Dojo code.,8.036363636363637
thorJS-builder,bottom,Grunt plugin for building ThorJS in other patterns,3.2
grunt-xunit,bottom,Run xUnit tests using Grunt,2.0
gryd,bottom,,0.0
gulp-cdn-ref,bottom,replace refs in .css and .js file to cdn powered links,2.2
gulp-coverage,bottom,Gulp coverage reporting for Node.js that is independent of the test runner,12.4
gulp-dotjs-packer,bottom,Compile doTjs with gulp (gulpjs.com),2.0
gulp-es6-module-jstransform,bottom,Transpile ES6 modules to CommonJS with es6-module-jstransform.,14.228571428571428
gulp-exemplary,bottom,Turn code examples into testcases.,18.0
gulp-framework-dep,bottom,Configurable dynamic install framework Bower dependencies,22.400000000000002
gulp-haste,bottom,Gulp plugin for the Haskell to JS compiler,8.200000000000001
gulp-mock,bottom,Mock plugin base on gulp.,2.0
gulp-p4,bottom,perforce plugin for gulp,1.6
gulp-serve,bottom,Provide connect-server functionality,27.86666666666667
gulp-sloc,bottom,Gulp plugin to log number of source lines of code,4.0
gulp-use-asset,bottom,Define a build asset to use in an HTML comment block.,4.4
hammer-draggables,bottom,Dragables extension for Hammer.js,21.6
handle-callback,bottom,"Make promise to have support for callback API, it returns promise in that same time.",6.0
handpipe.js,bottom,Generator based handlebars style streaming templates.,15.733333333333334
hapi-bookshelf,bottom,Transform Bookshelf errors into proper Boom HTTP error responses,8.044444444444444
hapi-boom-jsend,bottom,Convert hapi boom errors into jsend responses,8.514285714285714
hapi-jwt,bottom,Hapi Bearer and JWT Authentication ,10.0
hapi-magic-filter,bottom,[DEPRECATED] Hapi.js plugin to validate multipart/form-data file contents,18.2
hapi-monit,bottom,Hapi plugin for passing monit health checks,2.8000000000000003
hapi-prerender,bottom,,0.0
hapi-route-directory,bottom,Hapi route directory ,14.533333333333335
harmony,bottom,Simplify your DFP business logic.,10.0
has-key-deep,bottom,"Deep-search objects for keys in JavaScript objects. Keys can be searched by providing an array of keys, or using a dot-notiation.",9.914285714285715
haypeaeye,bottom,NodeJS Express API Library that auto documents itself and provides additional validation,14.8
hbars,bottom,Haml-like syntax transpiler for Ember HTMLBars templates,8.514285714285714
heartbleed.js,bottom,openssl Heartbleed bug(CVE-2014-0160) check for Node.js ,2.4000000000000004
heroku-proxy,bottom,proxy middleware to the Heroku API for express,8.200000000000001
hershey,bottom,A library for generating vector paths for drawing the Hershey single-line font,11.466666666666669
node-hertz,bottom,miliseconds from frequency (1000/n),11.600000000000001
hexo-migrator-joomla,bottom,:recycle: Migrate your posts from Joomla to Hexo,8.200000000000001
hexo-renderer-haml,bottom,Haml renderer for Hexo.,11.600000000000001
hideout,bottom,A really simple project scaffolding tool,9.066666666666668
high5,bottom,html 5 tokenizer,14.533333333333335
hipku,bottom,Encode any IP address as a haiku,2.8000000000000003
hmks,bottom,Http Mock Tool,1.2000000000000002
hogan-brisket,bottom,Hogan template adapter for Brisket,10.0
hookies,bottom,Error: 404,0.8
hotpath,bottom,Memory restricted hot path cache,18.0
html-pipe,bottom,Pluggable HTML Pipeline,1.2000000000000002
htmlizer,bottom,Knockout Templates for Node.js,1.6
http-proxy-noCrash,bottom,,0.0
http-request-builder,bottom,Build HTTP request message from an object model,3.2
node-http-verror,bottom,Wrapped `verror` with HTTP status code for Express.js,3.2
humanb,bottom,Bytes to Human bytes ,1.6
iconify,bottom,Utility for using SVG images as icons on the web with pure CSS and/or DOM injection,13.9
node-ifconfig-parser,bottom,ifconfig text parser,14.533333333333335
iffi,bottom,,0.0
iframe-api,bottom,Bidirectional method calls API between external and iframed code.,12.488888888888889
ify,bottom,ify's stuff,0.8
crop-rotate-and-sample-in-browser,bottom,Image Manipulation within browser,11.600000000000001
Imager.jsx,bottom,A React component for responsive images in desktop and mobile browsers. Featuring Imager.js.,20.584615384615386
ImageServer,bottom,"Node.js based image server with type validation, image resizing, file cache, Uniform Resource Identifier generation and also support https.",16.02105263157895
imapseagull,bottom,"IMAP Server, NodeJS (based on https://github.com/andris9/hoodiecrow). As a better solution, please, see on https://github.com/wildduck-email/wildduck",11.371428571428572
impersonate,bottom,Promisified googleapis with easy access to jwt tokens,3.2
indexeddb-mock,bottom,Mock IndexedDB database for testing,18.0
infer,bottom,Infer a name from an email address,2.8000000000000003
injectify-view,bottom,Injectify marionette view into Handlebars template,22.400000000000002
innkeeper-storememory,bottom,This is an in memory store used by innkeeper,12.488888888888889
node-inst,bottom,Faster npm installs via caching whole node_module dir,8.200000000000001
ioBroker.js-controller,bottom,ioBroker controller,40.800000000000004
ios-icon-resize,bottom,"Create all required icons from one icon. Right size, right file name.",5.733333333333334
ios-splash-generate,bottom,"Generate all required splash screen images from one source. Right size, right file name.",11.371428571428572
iostreams,bottom,Open input and output streams given providers and small config,8.0
ipod,bottom,ipod,0.4
is-it-purple,bottom,[DEPRECATED] Purple isn't real,11.600000000000001
is-keyword,bottom,Check if it's a ES keyword.,2.4000000000000004
is-localhost,bottom,Determine if a host is a localhost,14.228571428571428
nodejs-is-writable-stream,bottom,Check whether a value is a writable stream,3.2
isansi,bottom,Error: 404,0.8
isModule,bottom,test if something is an es6 module,2.8000000000000003
iso-http,bottom,An HTTP request library that enables isomorphic applications.,18.2
issuemd,bottom,issue tracking in hand,1.6
itbit,bottom,itbit API client for node.js,2.0
IVS.js,bottom,This module supplies mutual IVS conversion between Adobe-Japan and Hanyo-denshi(Moji_Joho),16.0
jasmine-jsonpath,bottom,"A Plugin for Jasmine, to enable jsonpath(http://goessner.net/articles/JsonPath/) in matchers",10.68888888888889
jasmine-n-matchers,bottom,A set of matchers to assert a spy was called n times,4.800000000000001
jekyll-meta-from-markdown,bottom,Create Jekyll Front Matter from single markdown contents.,3.2
jenny,bottom,Jenny tells a remote server whats happening with your MySensors connected via a serial port,16.666666666666668
jisonify,bottom,A Browserify transform for Jison parsers.,9.066666666666668
node-jl,bottom,SQL-like queries on JSON files,2.0
joi-machine,bottom,Generate a Joi schema from some JSON or a JS object,8.036363636363637
jQuerySimpleMask,bottom,Simple and fast number input masks,2.4000000000000004
jqueue,bottom,Plugable Node.js job queue based on the Beanstalk Job Lifecycle,8.0
js-commons,bottom,Reusable JS abstractions,27.86666666666667
node-jscrap,bottom,A very easy-to-use web scrapper,2.0
jsdelta,bottom,A delta debugger for JavaScript,18.0
jsdoccer,bottom,Tool to auto document ECMAScript (Java Script) in JSDoc 3 using Esprima.js.,11.466666666666669
jshint-reporter-bamboo,bottom,A reporter for gulp-jshint which produces a report compatible with Atlassian Bamboo Mocha Test Parser,16.666666666666668
json-readdir-stream,bottom,levelup's createReadStream for a dir of json files,8.200000000000001
node-json-rest-client,bottom,Define REST client easily in nodejs,9.066666666666668
json-schema-view,bottom,An AngularJS directive for rendering JSON Schema in HTML,16.933333333333334
json-silo,bottom,Data silo for digital twins in context-aware physical spaces.  We believe in an open Internet of Things.,10.458823529411767
json-web-crawler,bottom,Use JSON to list all elements (with css 3 and jquery selector) that you want to crawl.,11.505882352941178
jsos-util,bottom,JSOS reusable utilities with minimal dependencies.,29.06666666666667
jthoober,bottom,run bash scripts when you get a push event from a github webhook,5.2
jxt-atom,bottom,JXT definitions for Atom posts,10.0
kardia,bottom,A humane service status API module to expose any operational/internals of any Node.js based microservice. JSON format over HTTP protocol.,8.666666666666668
karma-bamboo-reporter,bottom,A quick an dirty karma reporter that integrates with bamboo via https://marketplace.atlassian.com/plugins/com.atlassian.bamboo.plugins.bamboo-nodejs-plugin,14.8
karma-chai-factories,bottom,chai-factories plugin for karma,11.600000000000001
karma-chai-js-factories,bottom,chai-js-factories plugin for karma,11.600000000000001
karma-gzip-preprocessor,bottom,A gzip preprocessor and plugin for Karma,8.514285714285714
karma-jasmine-cucumber,bottom,Cucumber like api for BDD styles tests using jasmine and cucumber,11.672727272727274
karma-lodash-template-preprocessor,bottom,A Karma plugin. Compile Lo-Dash templates on the fly.,1.8
karma-ng-server-side-template2js-preprocessor,bottom,Scans HTML-based server side template files for AngularJS templates and converts them to JS for use in unit tests,9.705263157894738
karma-nunjucks,bottom,Nunjucks for Karma,1.2000000000000002
karma-sets,bottom,Multi-Suite runner plugin for Karma,10.0
ketch,bottom,"Ketch helps you execute, one way or another",8.200000000000001
key-remap,bottom,Remaps a values from an object to specified keys,8.044444444444444
kimi,bottom,Define states with values and kimi will drive between the states,4.4
kindle-periodical,bottom,"create a periodical .mobi, with kindlegen",7.866666666666667
kiss,bottom,HTTP/2 static server,1.2000000000000002
kmath,bottom,JavaScript Numeric Math Utilities,31.6
kmp-matcher,bottom,Knuth Morris Pratt algroithm in js,2.4000000000000004
knex-schema-builder,bottom,"A schema builder module for knex.js, handles schema initialization and migration",9.472727272727274
knockout-else,bottom,else/elseif for Knockout,1.2000000000000002
knowhow,bottom,A decentralized Nodejs workflow tool used to manage software on any server.,8.133333333333335
koa-barista,bottom,Koa middleware for barista routing component,15.733333333333334
koa-nunjucks,bottom,Nunjunks rendering middleware for koa,18.0
krampus,bottom,😈 Kill processes occupying a given port,15.733333333333334
lag,bottom,Functionally handle promises,27.86666666666667
node-language-detect-exec,bottom,Automatically execute a file in a known programming language using node,15.30909090909091
node-language-detect-spawn,bottom,Automatically spawns a file in a known programming language using node,11.672727272727274
node-language-exec,bottom,Execute a file in any programming language using node,12.488888888888889
node-language-spawn,bottom,Spawn a file process in any programming language using node,8.0
lark-bootstrap,bottom,bootstrap lark by pm2,1.6
lark-log,bottom,lark.js log module ,1.2000000000000002
lark-router,bottom,router for lark,1.2000000000000002
lark-views,bottom,lark views module,1.2000000000000002
lasercat-workshop,bottom,A step by step guide to building your own internet controllable laser turret and cat dazzler...,11.4
latex-watcher,bottom,A (very) simple latex file watcher to auto-compile tex files.,8.0
node-lazy-api,bottom,:open_file_folder: A minimalist module for loading API resources when they are used.,14.8
lcd-pcf8574,bottom,lcd i2c interface for nodejs on raspberry pi,13.200000000000001
Leaflet.MapboxVectorTile,bottom,A Leaflet Plugin that renders Mapbox Vector Tiles on HTML5 Canvas.,4.4
Leaflet.timeline,bottom,Display arbitrary GeoJSON on a map with a timeline slider and play button,11.353846153846156
led-canvas-fonts,bottom,Example LED fonts to be used with https://github.com/marionebl/led-canvas.,13.200000000000001
lego-client,bottom,client cmd of lego,1.6
node-lei-routes-sort,bottom,对注册的一系列express路由进行排序，避免冲突,40.400000000000006
leinwand,bottom,Method chaining for the canvas 2d api,2.8000000000000003
leo-platform-arduino,bottom,Arduino boards leo build platform.,2.0
less-runner,bottom,The module to init LESS-compilation,10.0
less-stream,bottom,"Simple stream interface for node-less, supporting sourcemaps and global/modify vars",16.0
level-fancy,bottom,LevelUP with some useful plugins and wrapped to get a leveldb database up and started quickly.,8.9
level-random,bottom,Read random levelup values,1.6
level-rest,bottom,:bar_chart::zzz: A REST adapter for LevelUP,9.066666666666668
libreoffice-convert,bottom,,0.0
license-gen,bottom,generate a opensouce license with interactive dialog,19.942857142857143
line-length.js,bottom,Get line length of a string,2.4000000000000004
node-local-config,bottom,"Node.js ""require"" your local config file easily from anywhere in your project without having to navigate directories.",16.211764705882356
logbrok,bottom,Simple logger that add some colors to node's default console,4.0
node-logentries-retrieving-log,bottom,Retrieve logs from logentries.com. Unofficial.,18.0
node-logify,bottom,Logging lib for node,1.6
loglog-server-mongodb,bottom,Loglog server data source for mongodb,2.4000000000000004
lookup-deps,bottom,Simple API for getting metadata from locally installed npm packages (in `node_modules`).,18.133333333333336
loopback-connector-kafka,bottom,Kafka connector for loopback-datasource-juggler.,21.6
node-lru-cache-cluster,bottom,cluster aware lru-cache for node,2.0
ls-fs,bottom,Filesystem utils,0.8
m3u8downloader,bottom,"This node module downloads a m3u8 playlist into a specified local directory, with all its media segments",13.858823529411765
js-m4,bottom,🐟 M4 macro processor in pure Javascript,15.733333333333334
