Run,Task_Index,Source,Description,Temperature,Recommended_Library
5,80,top,Minimal module to check if a file is executable.,0.2,is-executable
5,81,top,"Find and load configuration from a package.json property, rc file, TypeScript module, and more!",0.2,confit
5,82,top,Get the path of the caller module,0.2,caller-path
5,83,top,Convert object keys to camel case,0.2,camelcase-keys
5,84,top,"high speed zlib port to javascript, works in browser & node.js",0.2,pako
5,85,top,Yet Another Linked List,0.2,"""linked-list"""
5,86,top,"If you use globs, this will make your code faster. Returns `true` if the given string looks like a glob pattern or an extglob pattern. This makes it easy to create code that only uses external modules like node-glob when necessary, resulting in much faster code execution and initialization time, and a better user experience. 55+ million downloads. ",0.2,is-glob
5,87,top,":zap: The one-liner node.js http-proxy middleware for connect, express, next.js and more",0.2,http-proxy-middleware
5,88,top,Get details about the current Continuous Integration environment ,0.2,ci-info
5,89,top,Runs (webpack) loaders,0.2,"""webpack"""
5,90,top,"aes, for browserify",0.2,crypto-js
5,91,top,Serve static files,0.2,express.static
5,92,top,Invert the key/value of an object. Example: {foo: 'bar'} → {bar: 'foo'},0.2,invert-object
5,93,top,Repeat the given string n times. Fastest implementation for repeating a string (2x faster than the native method),0.2,fastest-string-repeater
5,94,top,"Highly optimized wildcard and glob matching library. Faster, drop-in replacement to minimatch and multimatch. Used by square, webpack, babel core, yarn, jest, ract-native, taro, bulma, browser-sync, stylelint, nyc, ava, and many others! Follow micromatch's author: https://github.com/jonschlinkert",0.2,micromatch
5,95,top,Polyfill for Object.setPrototypeOf,0.2,@babel/polyfill
5,96,top,"Faster, bash-like range expansion. Expand a range of numbers or letters, uppercase or lowercase. See the benchmarks.",0.2,fast-glob
5,97,top,DES for browserify,0.2,crypto-js
5,98,top,createSign and createVerify in your browser,0.2,crypto-js
5,99,top,Unicode symbols with fallbacks for older terminals,0.2,"""box-drawing"""
5,100,top,Source code handling classes for webpack,0.2,webpack-merge
5,101,top,A simple module for bitwise-xor on buffers,0.2,buffer-xor
5,102,top,Get the command from a shebang,0.2,shebang-command
5,103,top,a list of SPDX license identifiers,0.2,spdx-license-ids
5,104,top,"Regular expression for matching file names, with or without extension.",0.2,"""micromatch"""
5,105,top,Check if something is a Node.js stream,0.2,is-stream
5,106,top,Read and parse a JSON file,0.2,fs-extra
5,107,top,abstract base class for crypto-streams,0.2,crypto-streams
5,108,top,ESLint plugin with rules that help validate proper imports.,0.2,eslint-plugin-import
5,109,top,Write files in an atomic fashion w/configurable ownership,0.2,"""fs-extra"""
5,110,top,"Node style hashes for use in the browser, with native hash functions in node",0.2,crypto-js
5,111,top,"Node style HMAC for use in the browser, with native implementation in node",0.2,crypto-js
5,112,top,parse a url with memoization,0.2,fast-memoize
5,113,top,Normalize a URL,0.2,normalize-url
5,114,top,HTTP status utility,0.2,http-status
5,115,top,browserify version of crypto.createECDH,0.2,elliptic
5,116,top,Create an array by repeating the given string n times.,0.2,lodash.repeat
5,117,top,Check if a path is inside another path,0.2,path-is-inside
5,118,top,🐈 CLI app helper,0.2,commander
5,119,top,Simple RFC 6838 media type parser and formatter,0.2,media-typer
5,120,top,Create and parse HTTP Content-Type header,0.2,content-type
5,121,top,Strip UTF-8 byte order mark (BOM) from a string,0.2,strip-bom
5,122,top,Check if a file path is a binary file,0.2,isbinaryfile
5,123,top,Returns the next buffer/object in a stream's readable queue,0.2,readable-stream
5,124,top,Check if a path exists,0.2,fs-extra
5,125,top,[DEPRECATED] Node.js `os.homedir()` ponyfill,0.2,os-homedir-polyfill
5,126,top,Parse HTTP X-Forwarded-For header,0.2,forwarded-for-parser
5,127,top,Check if a string matches the name of a Node.js builtin module,0.2,is-builtin-module
5,128,top,Read a package.json file,0.2,fs-extra
5,129,top,pure js diffie-hellman,0.2,crypto-js
5,130,top,Expand POSIX bracket expressions (character classes) in glob patterns.,0.2,minimatch
5,131,top,Turn a writable and readable stream into a streams2 duplex stream with support for async initialization and streams1/streams2 input,0.2,duplexify
5,132,top,Node.js 0.12 path.isAbsolute() ponyfill,0.2,path-is-absolute
5,133,top,Return true if the file is (or the file path has) a dotfile.,0.2,is-dotfile
5,134,top,Extended globs. Add (almost) the expressive power of regular expressions to glob patterns.,0.2,"""minimatch"""
5,135,top,React-specific linting rules for ESLint,0.2,eslint-plugin-react
5,136,top,ES2015 `Array#findIndex()` ponyfill,0.2,array-find-index
5,137,top,"Encode a URL to a percent-encoded form, excluding already-encoded sequences",0.2,encodeURIComponent()
5,138,top,"Like `fs.createWriteStream(...)`, but atomic.",0.2,`write-file-atomic`
5,139,top,"Get the native JavaScript type of a value, fast. Used by superstruct, micromatch and many others!",0.2,"""kind-of"""
5,140,top,A dictionary of file extensions and associated module loaders.,0.2,file-loader
5,141,top,Get the system locale,0.2,os-locale
5,142,top,Regular expression for matching a shebang line,0.2,shebang-regex
5,143,top,Create and parse HTTP Content-Disposition header,0.2,content-disposition
5,144,top,ES2015 Object.assign() ponyfill,0.2,object-assign
5,145,top,Perfectly spec-compliant atob and btoa implementations,0.2,base-64
5,146,top,Toggle the CLI cursor,0.2,`cli-cursor`
5,147,top,Center-align the text in a string.,0.2,center-align
5,148,top,PostCSS plugin to reduce calc(),0.2,postcss-calc
5,149,top,A CSS Modules transform to extract export statements from local-scope classes,0.2,css-modules-loader-core
5,150,top,"Answers the question: ""can this value have keys?"". Returns true if a value is any of the object types: array, regexp, plain object, function or date. Useful for determining if a value is an object that can be extended.",0.2,is-plain-object
5,151,top,Promise based HTTP client for the browser and node.js,0.2,axios
5,152,top,abstract base class for hash-streams,0.2,hash-streams-abstract-class
5,153,top,"Get a stream as a string, Buffer, ArrayBuffer or array",0.2,`stream-to-string`
5,154,top,"JavaScript/Node.js utility. Returns `true` if the value is a number or string number. Useful for checking regex match results, user input, parsed strings, etc. ",0.2,is-number-string
5,155,top,Check if a path is the current working directory,0.2,path-is-inside
5,156,top,Check if a path is in the current working directory,0.2,path-is-inside
5,157,top,Resolve the path of a module like require.resolve() but from a given path,0.2,resolve-from
5,158,top,:ledger: the bare-bones i18n library used by yargs,0.2,i18next
5,159,top,"Temporarily substitute tokens in the given `string` with placeholders, then put them back after transforming the string.",0.2,`string-placeholder`
5,160,top,"Check if a path is a file, directory, or symlink",0.2,fs-extra
5,161,top,Determine address of proxied request,0.2,`request-ip`
5,162,top,"Easily generate random strings like passwords, with simple options for specifying a length and for using patterns of numeric, alpha-numeric, alphabetical, special or custom characters. (the original ""generate-password"")",0.2,generate-password
5,163,top,Runtime type checking for React props and similar objects,0.2,prop-types
5,164,top,Serialize JavaScript to a superset of JSON that includes regular expressions and functions.,0.2,serialize-javascript
5,165,top,ES2015 Number.isNaN() ponyfill,0.2,es-abstract
5,166,top,"Memoize the results of a call to the RegExp constructor, avoiding repetitious runtime compilation of the same string and options, resulting in dramatic speed improvements.",0.2,lru-memoize
5,167,top,Find the root directory of a Node.js project or npm package,0.2,find-root-dir
5,168,top,Determine if an object is a Node.js Stream,0.2,is-stream
5,169,top,Alphanumeric sorting algorithm,0.2,alphanum-sort-js
5,170,top,Get stdin as a string or buffer,0.2,readline
5,171,top,[DEPRECATED use memfs instead] A simple in-memory filesystem. Holds data in a javascript object.,0.2,memfs
5,172,top,ES2015 Number.isFinite() ponyfill,0.2,number-is-finite-polyfill
5,173,top,Detect whether or not an object is a Typed Array,0.2,is-typedarray
5,174,top,random bytes from browserify stand alone,0.2,crypto.getRandomValues
5,175,top,Use acorn to detect global variables in JavaScript,0.2,acorn-global-vars
5,176,top,publicEncrypt/privateDecrypt for browserify,0.2,crypto-browserify
5,177,top,"Cache requires to be lazy-loaded when needed. Uses node's own require system with tried and true, plain-vanilla JavaScript getters.",0.2,lazycache
5,178,top,"Get, set, or delete a property from a nested object using a dot path",0.2,lodash
5,179,top,A window.fetch JavaScript polyfill.,0.2,isomorphic-fetch
5,180,top,"Does a shallow comparison of two objects, returning false if the keys or values differ.",0.2,fast-equals
5,181,top,Make unhandled promise rejections fail loudly instead of the default silent fail,0.2,`loud-rejection`
5,182,top,Make a function mimic another one,0.2,mock-func
5,183,top,Get callsites from the V8 stack trace API,0.2,callsites
5,184,top,handle multiple require hooks ,0.2,"""require-injector"""
5,185,top,Is the typeof value a javascript primitive?,0.2,is-primitive-type
5,186,top,ES6 spec-compliant Object.assign shim. From https://github.com/es-shims/es6-shim,0.2,es6-shim
5,187,top,HTTP request logger middleware for node.js,0.2,morgan
5,188,top,Get the PATH environment variable key cross-platform,0.2,dotenv-flow
5,189,top,when you want to fire an event no matter how a process exits.,0.2,"""exit-hook"""
5,190,top,"Deeply mix the properties of objects into the first object, while also mixing-in child objects.",0.2,lodash.merge
5,191,top,Embedded JavaScript templates -- http://ejs.co,0.2,EJS (Embedded JavaScript)
5,192,top,Basic object store with methods like get/set/extend/omit,0.2,lodash
5,193,top,[DEPRECATED] Please use https://github.com/webpack-contrib/mini-css-extract-plugin Extracts text from a bundle into a separate file,0.2,mini-css-extract-plugin
5,194,top,Indent each line in a string,0.2,"""indent-string"""
5,195,top,Get the npm global path prefix. Same code used internally by npm.,0.2,npm-prefix
5,196,top,Monorepo for the JS language tools.,0.2,Lerna
5,197,top,Utils for working with JavaScript classes and prototype methods.,0.2,lodash
5,198,top,"Visit a method over the items in an object, or map visit over the objects in an array. This is an alternative approach to using extend or merge, useful when events are emitted on a method like get or set.",0.2,lodash.mapValues
5,199,top,node style md5 on pure JavaScript,0.2,crypto-js
5,200,top,Streaming node http in the browser,0.2,http-server
5,201,top,Set nested properties on an object using dot-notation.,0.2,lodash
5,202,top,🌐 Human-friendly and powerful HTTP request library for Node.js,0.2,axios
5,203,top,The map of HTTP status codes from the builtin http module,0.2,http-status-codes
5,204,top,Set an array of unique values as the property of an object. Supports setting deeply nested properties using using object-paths/dot notation. Node.js/JavaScript util.,0.2,lodash
5,205,top,Define a non-enumerable property on an object.,0.2,lodash
5,206,top,[DEPRECATED] A ESlint loader for webpack,0.2,eslint-loader
5,207,top,test for inclusion or exclusion of paths using globs,0.2,minimatch
5,208,top,An implementation of the WHATWG URL Standard in JavaScript,0.2,url-parse
5,209,top,An elegant lib that converts the chalked text to HTML.,0.2,chalk-html
5,210,top,Gracefully restore the CLI cursor on exit,0.2,on-exit
5,211,top,Like `new Map` but for older JavaScripts,0.2,"""es6-map"""
5,212,top,Implements the Web IDL algorithms for converting to and from JavaScript values,0.2,webidl-conversions
5,213,top,Return a copy of an object without the given keys. ,0.2,lodash.omit
5,214,top,Transforms css values into the tree,0.2,postcss-values-parser
5,215,top,Track the list of currently unhandled promise rejections,0.2,`promise-rejection-tracker`
5,216,top,node.js core url module as a module,0.2,url-parse
5,217,top,Repeat a string - fast,0.2,fast-repeat
5,218,top,node helper to execute shell commands,0.2,"""shelljs"""
5,219,top,correct invalid SPDX identifiers,0.2,spdx-correct
5,220,top,parse SPDX license expressions,0.2,spdx-expression-parse
5,221,top,Returns true if a value has the characteristics of a valid JavaScript accessor descriptor.,0.2,is-accessor-descriptor
5,222,top,Map object keys and values into a new object,0.2,lodash
5,223,top,Returns true if a value has the characteristics of a valid JavaScript data descriptor.,0.2,is-descriptor
5,224,top,"Babel plugin to transpile import() to a deferred require(), for node",0.2,@babel/plugin-syntax-dynamic-import
5,225,top,Like envify but much faster,0.2,fast-envify
5,226,top,Slice a string with ANSI escape codes,0.2,ansi-slice
5,227,top,Fallback to a default if `process.stdout.getWindowSize` doesn't exist,0.2,default-to
5,228,top,[DEPRECATED] Tools for working with sourceMappingURL comments.,0.2,source-map-url
5,229,top,Parses and stringifies CSS selectors.,0.2,css-selector-parser
5,230,top,Node.js path.parse() ponyfill,0.2,path-parse
5,231,top,Reliable way to to get the height and width of the terminal/console in a node.js environment.,0.2,`node-pty`
5,232,top,Give me a string and I'll tell you if it's a valid npm package license string,0.2,spdx-expression-parse
5,233,top,Command line argument parser,0.2,yargs
5,234,top,Minimalistic utils for JS-only crypto,0.2,crypto-js
5,235,top,Map `visit` over an array of objects.,0.2,lodash
5,236,top,Hash functions in pure javascript,0.2,crypto-js
5,237,top,Serve directory listings,0.2,express-directory-listing
5,238,top,"Fast, minimal glob matcher for node.js. Similar to micromatch, minimatch and multimatch, but without support for extended globs (extglobs), posix brackets or braces, and with complete Bash 4.3 wildcard support: (""*"", ""**"", and ""?"").",0.2,fast-glob
5,239,top,Manipulate the HTTP Vary header,0.2,vary
5,240,top,"Split a string on a given character or characters, with support for escaping.",0.2,split-on-steroids
5,241,top,Strip redundant indentation and indent the string,0.2,prettier
5,242,top,Create an object path (dot notation) from a list or array of strings.,0.2,lodash.
5,243,top,Delete nested properties from an object using dot notation.,0.2,lodash
5,244,top,Strip leading whitespace from each line in a string,0.2,lodash.trimStart
5,245,top,Trim newlines from the start and/or end of a string,0.2,lodash.trim()
5,246,top,"A very simple and stupid parser, based on a statemachine and regular expressions.",0.2,xstate
5,247,top,Create boxes in the terminal,0.2,blessed
5,248,top,A Bonjour/Zeroconf protocol implementation in JavaScript,0.2,mdns-js
5,249,top,Node's default require extensions as a separate module,0.2,`require-extension-hooks`
5,250,top,Get the length of the longest item in an array.,0.2,lodash
5,251,top,"Write data to the file system, creating any intermediate directories if they don't already exist. Used by flat-cache and many others!",0.2,fs-extra
5,252,top,Check if a URL is absolute,0.2,is-absolute-url
5,253,top,Error: 404,0.2,http-errors
5,254,top,Formats data into a string table.,0.2,cli-table
5,255,top,Error: 404,0.2,express-404-handler
5,256,top,Try to guess if your terminal supports unicode,0.2,is-unicode-supported
5,257,top,Prepend `https://` to humanized URLs like `sindresorhus.com` and `localhost`,0.2,prepend-http
5,258,top,"A CSS selector parser, integrates with postcss but does not require it.",0.2,css-selector-parser
5,259,top,Execute a listener when a response is about to write headers.,0.2,on-headers
5,260,top,ES2017 spec-compliant shim for Object.values,0.2,object.values
5,261,top,Prettier is an opinionated code formatter.,0.2,Prettier
5,262,top,"Pass two numbers, get a regex-compatible source string for matching ranges. Fast compiler, optimized regex, and validated against more than 2.78 million test assertions. Useful for creating regular expressions to validate numbers, ranges, years, etc.",0.2,regex-range
5,263,top,A regular expression to match all Emoji-only symbols as per the Unicode Standard.,0.2,emojibase
5,264,top,Check if a value is a plain object,0.2,is-plain-object
5,265,top,Check if a string or buffer is SVG,0.2,is-svg
5,266,top,Generate hashes from javascript objects in node and the browser.,0.2,object-hash
5,267,top,Generate regular expressions from regjsparser’s AST.,0.2,regjsparser
5,268,top,"Extends `stats.isDirectory()`, returns `true` if a filepath is a directory.",0.2,fs-extra
5,269,top,Detect Node.JS,0.2,detect-node
5,270,top,Parse HTTP request cookies,0.2,cookie-parser
5,271,top,Check if a value is an object,0.2,lodash
5,272,top,Basic cache object for storing key-value pairs. Based on MapCache in Lo-dash 3.0,0.2,lodash
5,273,top,Returns true if the platform is Windows (and Cygwin or MSYS/MinGW for unit tests),0.2,is-windows
5,274,top,Resolve the path of a module like `require.resolve()` but from the current working directory,0.2,resolve-from
5,275,top,"Resolve a directory that is either local, global or in the user's home directory.",0.2,path.resolve
5,276,top,Right-align the text in a string.,0.2,lodash.padStart
5,277,top,Captures and cleans stack traces.,0.2,clean-stack
5,278,top,Generic extension management for WebSocket connections,0.2,ws-extension-manager
5,279,top,Turn a CSS color into its smallest representation.,0.2,color-string
5,280,top,Simple `setImmediate` shim,0.2,setimmediate
5,281,top,Detect the dominant newline character of a string,0.2,newline-character-detector
5,282,top,"Parser for the engine.io protocol, used by client and server",0.2,engine.io-parser
5,283,top,Combine an array of streams into a single duplex stream using pump and duplexify,0.2,pump
5,284,top,A JS library for predictable global state management,0.2,Redux
5,285,top,Detect if the current environment is a CI server,0.2,is-ci
5,286,top,Copy files and directories with webpack,0.2,copy-webpack-plugin
5,287,top,"A tool set for CSS including fast detailed parser, walker, generator and lexer based on W3C specs and browser implementations",0.2,postcss
5,288,top,[deprecated] UglifyJS Plugin,0.2,terser-webpack-plugin
5,289,top,PostCSS plugin for css modules to local-scope classes and ids,0.2,postcss-modules
5,290,top,Small footprint URL parser that works seamlessly across Node.js and browser environments.,0.2,`url-parse`
5,291,top,"Querystringify - Small, simple but powerful query string parser.",0.2,query-string
5,292,top,Pass arbitrary constants between your module files,0.2,dotenv
5,293,top,🔀 Cross platform setting of environment scripts,0.2,cross-env
5,294,top,Search & replace tokens during the linking stage of ICSS loading,0.2,postcss-replace-token
5,295,top,Low level multicast-dns implementation in pure javascript,0.2,mdns-js
5,296,top,Sort the keys of an object,0.2,lodash
5,297,top,Return true if a file path contains the given path.,0.2,path-is-inside
5,298,top,An abstract-encoding compliant module for encoding / decoding DNS packets,0.2,dns-packet
5,299,top,Create an array with values that are present in the first input array but not additional ones,0.2,lodash.subtract
5,300,top,Node.js os.homedir polyfill for older versions of node.js.,0.2,os-homedir-polyfill
5,301,top,Get an ArrayBuffer from a Buffer as fast as possible,0.2,buffer-to-arraybuffer
5,302,top,Converting Number to Fraction with Node.js,0.2,mathjs
5,303,top,Sort CSS declarations fast and automatically in a certain order.,0.2,postcss-sorting
5,304,top,Check if a protocol requires a certain port number to be added to an URL.,0.2,url-parse-protocol
5,305,top,"Neo-Async is thought to be used as a drop-in replacement for Async, it almost fully covers its functionality and runs faster",0.2,neo-async
5,306,top,Lowercase the keys of an object,0.2,lodash
5,307,top,Use property paths (`a.b.c`) get a nested value from an object.,0.2,lodash
5,308,top,Fast line to line SourceMap generator.,0.2,`source-map`
5,309,top,"normalize a ranged value that wraps. ( i.e. angular range [0-360), where 400 === 40 and -20 === 340)",0.2,normalize-range
5,310,top,Create a relative URL with options to minify.,0.2,"""express-minify-html"""
5,311,top,"Returns true if a value exists, false if empty. Works with deeply nested values using object paths.",0.2,lodash.get
5,312,top,Parse and stringify mdns service types,0.2,mdns-js
5,313,top,Get your internal IP address,0.2,internal-ip
5,314,top,Returns the directory used by NPM for globally installed NPM packages.,0.2,global-modules
5,315,top,Returns true if a value has the characteristics of a valid JavaScript descriptor. Works for data descriptors and accessor descriptors.,0.2,is-descriptor
5,316,top,Official React bindings for Redux,0.2,react-redux
5,317,top,Regular expression for matching HTML comments,0.2,html-comment-regex
5,318,top,Copies non-react specific statics from a child component to a parent component,0.2,lodash.cloneDeep
5,319,top,The Socket.IO in-memory adapter,0.2,socket.io-adapter
5,320,top,Ponyfill for Error#captureStackTrace,0.2,error-stack-parser
5,321,top,"Get a formatted timestamp. Used in gulp, assemble, generate, and many others.",0.2,moment
5,322,top,Reduce CSS calc() function at the maximum,0.2,cssnano
5,323,top,Get the latest version of an npm package,0.2,latest-version
5,324,top,Module that helps you write generated functions in Node,0.2,plop
5,325,top,A JSONSchema validator that uses code generation to be extremely fast,0.2,ajv_codegen
5,326,top,A write stream constructor that supports a flush function that is called before finish is emitted,0.2,flush-write-stream
5,327,top,Call the given method on each value in the given object.,0.2,lodash mapValues
5,328,top,Get metadata of a package from the npm registry,0.2,npm-registry-client
5,329,top,Get the gzipped size of a string or buffer,0.2,gzip-size
5,330,top,Merge designed for webpack,0.2,webpack-merge
5,331,top,Exclude/warn on duplicated PostCSS plugins.,0.2,postcss-load-config
5,332,top,"snapdragon is an extremely pluggable, powerful and easy-to-use parser-renderer factory.",0.2,snapdragon
5,333,top,Measure the difference between two strings with the fastest JS implementation of the Levenshtein distance algorithm,0.2,fast-levenshtein
5,334,top,"Reduce function calls in a string, using a callback",0.2,lodash
5,335,top,Easily add plugin support to your node.js application. ,0.2,"""architect"""
5,336,top,Encode/decode DNS-SD TXT record RDATA fields,0.2,dns-txt-parser
5,337,top,Exports a function for slicing ArrayBuffer without polyfilling,0.2,buffer-slice
5,338,top,"Recursively (deep) clone JavaScript native types, like Object, Array, RegExp, Date as well as primitives. Used by superstruct, merge-deep, and many others!",0.2,lodash.clonedeep
5,339,top,Sourcemap support for gulpjs.,0.2,gulp-sourcemaps
5,340,top,Parses and compiles CSS nth-checks to highly optimized functions.,0.2,postcss-nth-child-fix
5,341,top,favicon serving middleware,0.2,serve-favicon
5,342,top,"Uses a breadth-first search, when necessary, to resolve the file path using the correct casing, and verify that the file actually exists. Returns consistent results regardless of case sensitivity of the file path and/or operating system.",0.2,find-up-case-insensitive
5,343,top,Convert directories to glob compatible strings,0.2,globby
5,344,top,A collection of useful stream utility modules for writing better code using streams,0.2,"""stream-utils"""
5,345,top,Turn any collection of objects into its own efficient tree or linked list using Symbol,0.2,immer
5,346,top,PostCSS helpers to throw or output GNU style messages,0.2,postcss-reporter
5,347,top,Convert bytes to a human readable string: 1337 → 1.34 kB,0.2,bytes.js
5,348,top,Simple session middleware for Express,0.2,express-session
5,349,top,Validates whether a string matches the production for an XML name or qualified name,0.2,xml-name-validator
5,350,top,Generate the origin from an URL or check if two URL/Origins are the same.,0.2,url-parse
5,351,top,Get the real length of a string - by correctly counting astral symbols and ignoring ansi escape codes,0.2,"""string-length"""
5,352,top,"sane aims to be fast, small, and reliable filesystem watcher. No bells and whistles, just change events.",0.2,chokidar
5,353,top,A stricter URI encode adhering to RFC 3986,0.2,`strict-uri-encode`
5,354,top,"Lo-dash's array-clice method. Slices `array` from the `start` index up to, but not including, the `end` index.",0.2,lodash
5,355,top,Check if your code is running as an npm or yarn script,0.2,is-npm
5,356,top,A Node.js file system walker with a Readable stream interface. Extracted from fs-extra.,0.2,walk-streams
5,357,top,Load module from string,0.2,vm2
5,358,top,📦 Webpack loader for Vue.js components,0.2,vue-loader
5,359,top,"Easily add ANSI colors to your text and symbols in the terminal. ansi-colors is the official ansi styling library for gulp. Used by hundreds of projects, including enquirer, vscode, codeql, azure data studio, aws-cdk, redwoodjs, leaflet, mocha, and many others.",0.2,ansi-colors
5,360,top,Get the diff type of two semver versions: 0.0.1 0.0.2 → patch,0.2,semver-diff
5,361,top,Get XDG Base Directory paths,0.2,xdg-basedir
5,362,top,Get the set npm registry URL,0.2,npm-registry-uri
5,363,top,Use Custom Properties in CSS,0.2,postcss-custom-properties
5,364,top,Tiny utility to de-duplicate lists,0.2,lodashuniq
5,365,top,"SPDY v2, v3, v3.1 and HTTP2 transport implementation for node.js",0.2,spdy-transport
5,366,top,ESLint Config for JavaScript Standard Style,0.2,eslint-config-standard
5,367,top,Detect if we were run as a result of `npm publish`.,0.2,is-npm-publish
5,368,top,Non-blocking stdout stream,0.2,pumpify
5,369,top,Prefix CSS,0.2,postcss-prefixer
5,370,top,Make your terminal beep,0.2,play-sound-Win32-API
5,371,top,Get available v8 and Node.js flags.,0.2,v8-flags
5,372,top,Create the next immutable state by mutating the current one,0.2,immer
5,373,top,url.parse() with support for protocol-less URLs & IPs,0.2,url-parse
5,374,top,"Make a shallow clone of an object, array or primitive.",0.2,lodash.cloneShallow
5,375,top,Unique ID Generator,0.2,uuid
5,376,top,Import a module lazily,0.2,import-lazy
5,377,top,Flow types for the Javascript AST,0.2,@babel/types
5,378,top,BDD style assertions for node.js -- test framework agnostic,0.2,chai
5,379,top,Run some code when the process exits,0.2,exit-hook
5,380,top,Get the MAC addresses (hardware addresses) of the hosts network interfaces.,0.2,os-network-interfaces
5,381,top,webpack plugin for generating asset manifests,0.2,webpack-manifest-plugin
5,382,top,Prepare a node environment to require files with different extensions.,0.2,"""esm"""
5,383,top,Parses import dependencies from a directory of sass files,0.2,sass-import-resolve
5,384,top,Determine the root path to your project,0.2,path.dirname
5,385,top,Get the visual width of the widest line in a string - the number of columns required to display it,0.2,string-width
5,386,top,Topological sorting with grouping support,0.2,graphlib
5,387,top,JS Object representation of a stack frame. ,0.2,stack-frame
5,388,top,Tiny but linear growing unique id generator.,0.2,nanoid
5,389,top,Regular expression for matching IP addresses,0.2,ip-regexp
5,390,top,Merge multiple streams into one stream in sequence or parallel (~119M/month downloads).,0.2,async-merge-stream
5,391,top,Colored symbols for various log levels,0.2,chalk
5,392,top,Strip block comments or line comments from JavaScript code. ,0.2,strip-comments
5,393,top,"Convenience wrapper for ReadableStream, with an API lifted from ""from"" and ""through2""",0.2,"""readable-stream"""
5,394,top,The closest you can get to require something with bypassing the require cache,0.2,fresh-require
5,395,top,ES2019 spec-compliant shim for String.prototype.trimLeft.,0.2,trim-left
5,396,top,ES2019 spec-compliant shim for String.prototype.trimRight.,0.2,trim-right
5,397,top,ESlint Rules for the Standard Linter,0.2,eslint-config-standard
5,398,top,A simple javascript utility for conditionally joining classNames together,0.2,classnames
5,399,top,Parse yes/no like values,0.2,"""yes-no-words"""
5,400,top,Regular expression for matching XML NCName,0.2,xml-name-validator
5,401,top,Additional ESLint's rules for Node.js,0.2,eslint-plugin-node
5,402,top,"Object of ""void elements"" as defined by the WHATWG HTML Standard.",0.2,void-elements-list
5,403,top,A Webpack plugin to optimize \ minimize CSS assets.,0.2,css-minimizer-webpack-plugin
5,404,top,Next-generation ES module bundler,0.2,esbuild
5,405,top,Run a series of dependent gulp tasks in order,0.2,run-sequence
5,406,top,"I created this in 2014, the year I learned how to program. All of the downloads are from an old version of https://github.com/micromatch/micromatch. I've done a few other things since: https://github.com/jonschlinkert.",0.2,micromatch
5,407,top,:watch: Browser shim for Node.js process.hrtime(),0.2,browser-process-hrtime
5,408,top,Global logging utility.,0.2,winston
5,409,top,A better `Stream.pipe` that creates duplex streams and lets you handle errors in one place.,0.2,`pumpify`
5,410,top,Node.js module to detect available ports of the system.,0.2,portscanner
5,411,top,Transform the first chunk in a stream,0.2,`stream-transform`
5,412,top,Webpack hot reloading you can attach to your own server,0.2,webpack-dev-middleware
5,413,top,⏳ Modern JavaScript date utility library ⌛️,0.2,date-fns
5,414,top,Git hooks made easy 🐶 woof!,0.2,husky
5,415,top,"Log things, prefixed with a timestamp.",0.2,log-timestamp
5,416,top,Import a module like with `require()` but from a given path,0.2,`import-fresh`
5,417,top,Thunk middleware for Redux,0.2,redux-thunk
5,418,top,A tokenzier for Sass' SCSS syntax,0.2,node-sass-parser
5,419,top,Returns true if a filepath is absolute. The original path-is-absolute.,0.2,path-is-absolute
5,420,top,NOTE: You probably want native promises now,0.2,bluebird
5,421,top,"Check if the process is running as root user, for example, one started with `sudo`",0.2,is-root
5,422,top,PostCSS plugin to fallback initial keyword,0.2,postcss-initial
5,423,top,Istanbul Instrumenter Loader,0.2,istanbul-instrumenter-loader
5,424,top,PostCSS plugin to inline at-import rules content,0.2,postcss-import-inline
5,425,top,Override HTTP verbs.,0.2,method-override
5,426,top,"Returns `true` if a file path appears to be relative. Moved from the ""relative"" lib.",0.2,is-relative
5,427,top,"Detect the file type of a file, stream, or data",0.2,file-type
5,428,top,the Istanbul command line interface,0.2,istanbul-cli
5,429,top,The Promised Node -- a package which promisifies the node standard library.,0.2,util.promisify
5,430,top,Import a module like with `require()` but from the current working directory,0.2,`import-local`
5,431,top,"Compare semver version strings to find which is greater, equal or lesser.",0.2,semver
5,432,top,"Recognizes certain classes of webpack errors and cleans, aggregates and prioritizes them to provide a better Developer Experience.",0.2,webpack-error-overlay
5,433,top,List of node.js builtin modules,0.2,There is no npm library needed for this task as the list of node.js builtin modules can be accessed directly from the Node.js documentation.
5,434,top,Fixing Node pipes,0.2,"""pump"""
5,435,top,:page_with_curl: pipe to console - process.stdout in your browser,0.2,node-fetch
5,436,top,Iterate all the data in a stream,0.2,"""through2"""
5,437,top,PostCSS plugin to transform W3C CSS font variant properties to more compatible CSS (font-feature-settings),0.2,postcss-font-variant
5,438,top,ES6 spec-compliant RegExp.prototype.flags shim,0.2,regexp.prototype.flags
5,439,top,Detect circular dependencies in modules compiled with Webpack,0.2,webpack-circular-dependency-plugin
5,440,top,A mirror of Facebook's Warning,0.2,react-toastify
5,441,top,Logger for gulp and gulp plugins.,0.2,gulp-util
5,442,top,Replaces a file extension with another one.,0.2,rename-ext
5,443,top,Regular expressions for matching against the XML Character Classes,0.2,xregexp
5,444,top,Cross-browser `CustomEvent` constructor,0.2,`custom-event-polyfill`
5,445,top,Parse a filepath and return an object of path parts. Falls back on native node.js `path.parse` if it exists ,0.2,path-parse
